Time,Tag,Code,Log
1680747994,GNSS,0,"$GNRMC,022627.000,A,2649.286862,N,07551.400104,E,0.00,119.07,060423,,,D,V*0F"
1680747996,GNSS,0,
1680747998,GNSS,0,"$GNRMC,022628.000,A,2649.287007,N,07551.400399,E,0.00,119.07,060423,,,D,V*0C"
1680748000,GNSS,0,
1680748002,GNSS,0,
1680748004,GNSS,0,"$GNRMC,022629.000,A,2649.286645,N,07551.400931,E,0.00,119.07,060423,,,D,V*04"
1680748006,GNSS,0,
1680748008,GNSS,0,"$GNRMC,022630.000,A,2649.286394,N,07551.40132"
1680748010,GNSS,0,
1680748012,GNSS,0,"$GNRMC,022646.000,A,2649.286746,N,07551.403803,E,0.00,119.07,060423,,,D,V*0C"
1680748014,GNSS,0,
1680748016,GNSS,0,
1680748018,GNSS,0,
1680748020,GNSS,0,
1680748022,GNSS,0,"$GNRMC,022648.000,A,2649.287007,N,07551.404260,E,0.00,119.07,060423,,,D,V*09"
1680748024,GNSS,0,
1680748026,GNSS,0,
1680748028,GNSS,0,"$GNRMC,022649.000,A,2649.287007,N,07551.404260,E,0.00,119.07,060423,,,D,V*08"
1680748030,GNSS,0,
1680748032,GNSS,0,"$GNRMC,022705.000,A,2649.285862,N,07551.403500,E,0.00,119.07,060423,,,D,V*0E"
1680748034,GNSS,0,
1680748036,GNSS,0,"$GNRMC,022706.000,A,2649.285646,N,07551.403920,E,0.00,119.07,060423,,,D,V*0B"
1680748038,GNSS,0,
1680748040,GNSS,0,
1680748042,GNSS,0,"$GNRMC,022707.000,A,2649.286001,N,07551.403715,E,0.00,119.07,060423,,,D,V*04"
1680748044,GNSS,0,
1680748046,GNSS,0,"$GNRMC,022708.000,A,2649.286001,N"
1680748048,GNSS,0,
1680748050,GNSS,0,"$GNRMC,022724.000,A,2649.286001,N,07551.403715,E,0.00,119.07,060423,,,D,V*05"
1680748052,GNSS,0,
1680748054,GNSS,0,
1680748056,GNSS,0,"$GNRMC,022725.000,A,2649.286001,N,07551.403715,E,0.00,119.07,060423,,,D,V*04"
1680748058,GNSS,0,
1680748060,GNSS,0,"$GNRMC,022726.000,A,2649.286001,N,07551.403715,E,0.00,119.07,06"
1680748062,GNSS,0,
1680748064,GNSS,0,
1680748066,GNSS,0,"$GNRMC,022727.000,A,2649.286001,N,07551.403715,E,0.00,119.07,060423,,,D,V*06"
1680748068,GNSS,0,
1680748070,GNSS,0,"$GNRMC,022743.000,A,2649.287145,N,07551.407252,E,0.00,119.07,060423,,,D,V*06"
1680748072,GNSS,0,
1680748074,GNSS,0,"$GNRMC,022744.000,A,2649.287051,N,07551.407202,E,0.00,119.07,060423,,,D,V*00"
1680748076,GNSS,0,
1680748078,GNSS,0,
1680748080,GNSS,0,"$GNRMC,022745.000,A,2649.287039,N,07551.407011,E,0.00,119.07,060423,,,D,V*0F"
1680748082,GNSS,0,
1680748084,GNSS,0,"$GNRMC,022746.000,A,2649.287141"
1680748086,GNSS,0,
1680748088,GNSS,0,"$GNRMC,022802.000,A,2649.284566,N,07551.406643,E,0.00,119.07,060423,,,D,V*0F"
1680748090,GNSS,0,
1680748092,GNSS,0,
1680748094,GNSS,0,"$GNRMC,022803.000,A,2649.284119,N,07551.405930,E,0.00,119.07,060423,,,D,V*0A"
1680748096,GNSS,0,
1680748098,GNSS,0,"$GNRMC,022804.000,A,2649.283851,N,07551.406139,E,0.00,119.07,"
1680748100,GNSS,0,
1680748102,GNSS,0,
1680748104,GNSS,0,"$GNRMC,022805.000,A,2649.283487,N,07551.406559,E,0.00,119.07,060423,,,D,V*09"
1680748106,GNSS,0,
